"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"2909",3.98,-7.67,-5.05,-6.41,-0.05,-4.76,4.37,-0.1,2.23,1.46,-8.3,-3.2,-4.22,-5,-2.67,1.75,0.49,-1.6,3.06,-5.34,-1.75,3.2,3.69,0.39,-2.04,-5.34,-9.03,-7.38,3.98,-8.2,-6.12,8.64,-8.64,-6.65,-2.23,-1.89,-9.61,2.91,2.28,-7.18,-1.26,-4.9,-5,-5.15,-8.35,2.67,5.92,-0.19,-1.46,2.38,-5.92,-7.43,2.04,-4.85,-8.3,2.91,2.96,-6.02,-5.83,-3.83,3.25,6.12,-2.04,4.08,1.94,-0.24,0.73,5.19,4.42,0.53,-5.53,-4.85,-5.44,-8.69,-4.71,-7.67,-6.17,-1.94,-6.7,-7.04,-9.51,-3.88,-3.16,-4.17,-6.84,-2.86,2.09,0.15,4.56,3.3,-8.4,-5.29,-4.17,-3.83,-6.46,-5.05,2.67,-5,-4.27,-6.02
"2910",0.49,2.86,0.1,-2.23,-4.61,2.91,-0.58,1.41,0.29,0.29,-6.41,-2.91,-5.68,2.67,3.01,-4.17,-2.04,-1.07,-5.83,-2.28,-0.39,6.46,1.94,-1.8,-2.04,-0.92,2.43,-3.35,0.49,-2.38,2.82,0.92,-1.21,-0.1,1.65,0.19,-0.53,-0.15,-0.87,-2.43,0,6.36,-1.07,0.44,-0.34,-1.21,1.8,0.53,2.28,3.3,-1.84,-0.39,1.5,2.77,-2.62,-0.15,-0.1,-7.67,-1.5,1.17,2.18,3.83,3.98,-1.41,-1.41,-3.11,-2.48,3.25,-1.55,-1.6,-3.3,-1.75,-0.92,-1.17,-3.11,-0.68,-2.04,-3.01,-0.78,0.53,-3.2,0.53,-2.96,0.34,-0.39,2.33,-2.82,0.92,0.73,-2.33,2.86,-3.69,2.43,0.78,-1.7,-3.4,1.65,-2.72,0.87,-1.26
"2911",1.31,-2.38,2.52,0.63,-3.3,2.52,-3.64,1.36,1.12,2.96,-2.38,-2.86,-3.25,-0.39,-5.29,1.8,-0.44,0.49,4.71,4.51,-0.19,4.42,1.21,2.86,0.53,0.63,3.93,3.59,0.44,2.82,3.25,6.07,-2.23,1.41,3.06,-1.99,-2.38,-1.6,2.72,-0.44,-2.48,3.06,-0.05,-0.78,-3.25,3.01,1.07,-5.1,8.3,2.62,-2.23,-1.84,-7.33,4.51,1.75,-0.73,-0.78,-0.97,0.58,-2.23,2.43,6.31,3.69,-2.43,6.75,2.67,1.8,4.9,-3.35,-3.25,-0.58,4.76,-1.89,-2.82,5.1,5.1,2.67,4.32,-3.69,-2.09,6.5,5.92,4.03,6.89,-1.26,5.19,5.87,5.87,5.1,5.68,5.68,0.15,4.76,5.44,0.1,1.6,4.22,4.32,1.55,0.58
"2912",7.33,8.4,7.62,0,5.68,2.23,-4.08,-2.23,8.2,3.69,6.6,8.4,1.12,0.34,3.64,-1.46,-0.92,-2.86,-2.86,-1.46,8.5,7.86,7.91,7.67,6.84,8.79,7.18,5,6.02,7.86,8.64,7.52,4.56,7.67,7.91,8.16,3.98,7.67,0.53,5.1,7.77,3.35,7.82,4.66,7.91,7.72,6.55,7.38,4.13,0.97,1.99,7.82,4.71,8.59,6.46,2.91,1.26,-1.75,2.62,1.55,8.64,6.5,8.3,6.99,2.52,4.81,7.14,6.84,7.18,5.1,8.11,7.43,0.19,1.65,6.36,6.31,4.08,4.95,4.32,4.42,-1.17,3.35,4.22,8.4,-1.26,8.83,5.83,6.99,-2.72,0.73,2.67,7.72,6.17,4.66,2.96,6.99,5.53,6.36,1.99,2.96
"2913",2.14,-4.27,1.36,-1.5,-1.26,0.24,1.75,-2.23,2.04,-1.65,-2.04,1.89,1.89,0.44,-2.33,2.33,0.83,-2.48,2.23,1.41,0.05,3.54,4.51,-1.02,3.2,1.26,1.46,-1.75,-3.98,0.87,1.41,2.14,-1.99,-2.23,-2.43,1.75,-2.09,1.8,-1.8,-0.68,-0.29,-1.8,1.17,-2.72,-1.46,3.2,0.97,1.65,1.12,-2.23,-2.72,-1.41,-0.34,2.48,-1.7,-1.12,1.36,-1.75,1.46,-0.63,-0.34,1.84,-0.1,1.99,-0.87,-1.99,-1.75,1.5,1.7,1.94,-4.03,-2.77,-0.97,-3.59,1.36,4.71,1.7,1.94,-3.54,-2.14,0.44,-2.18,2.62,1.41,0.83,-3.06,-2.82,-2.04,5.34,5.73,-4.17,5.15,1.89,0.92,-2.52,5.44,1.89,-1.12,-4.03,-4.22
"2914",2.14,5.49,-0.68,-2.77,4.47,1.84,4.76,4.85,0.73,-1.12,-0.1,4.56,-0.73,5.68,2.57,-1.84,4.85,3.64,5.1,7.14,5.68,-4.37,3.16,-5.34,0.92,7.28,-2.77,8.45,7.48,-1.84,-1.5,7.23,-4.61,2.38,6.8,4.85,-8.4,4.56,3.16,1.46,0.87,4.81,1.46,-2.62,0.19,4.76,1.99,7.67,-2.72,7.52,1.12,2.04,7.09,0.73,1.21,6.8,1.36,-7.38,-3.3,0.92,2.62,4.9,0.34,2.09,-1.7,3.16,0.78,5,7.86,1.6,5.53,4.85,1.5,3.16,0.87,1.8,2.62,2.43,3.01,4.32,2.04,0.1,3.54,-0.87,5.53,3.16,2.09,2.38,2.18,-0.29,4.03,0.49,2.77,4.9,5.29,-5.39,8.74,4.22,4.61,4.17
"2915",2.48,1.89,2.72,-1.12,2.77,0.83,1.94,5.05,-0.29,1.55,3.3,1.41,1.26,4.47,-1.26,0.58,2.91,-2.96,-3.74,-3.93,3.25,-0.19,-4.42,-2.57,4.13,2.96,3.69,5.34,5.05,-5.49,6.36,2.57,-3.4,3.06,1.31,0.39,-3.06,3.16,3.45,5.05,5.05,3.64,-3.35,-4.47,3.98,4.08,-1.36,0.92,3.74,5.29,-0.24,4.13,3.54,7.57,-4.66,5.34,-3.69,-4.95,-6.5,-0.34,4.9,4.32,-6.12,-0.44,2.38,4.51,-0.53,1.55,4.32,1.89,-4.32,2.67,0.63,-2.48,3.69,-0.78,-1.46,0.34,0.34,2.33,3.59,3.59,7.28,-0.78,2.28,3.4,3.06,3.11,2.48,0.05,-2.43,-0.24,-3.69,-3.69,0.24,-3.45,3.35,1.65,3.25,4.56
"2916",2.18,4.81,3.01,-5.29,-7.33,-5.73,-3.59,-2.18,-3.83,5.24,4.47,-0.19,-8.25,1.55,-8.25,-1.89,-6.99,1.17,2.57,-5.83,6.99,2.86,5.49,-3.93,5.19,1.17,1.31,-4.81,8.69,-1.7,1.36,2.23,-4.03,5.44,0.05,5.44,-4.32,-2.33,8.83,-6.75,-0.92,8.64,2.04,-8.54,3.11,5.92,-7.38,1.7,-0.34,8.11,-5.1,-7.38,-9.61,4.71,4.37,7.04,-5.1,-9.85,-3.4,0.68,0.97,8.2,-5.83,-4.76,4.47,4.22,-2.82,-0.19,4.9,2.52,-8.83,1.41,0.87,-8.4,-5.05,-5.1,1.8,1.6,-5.58,-2.86,-7.04,-0.39,-3.06,2.62,-4.95,0,0.58,-0.1,2.18,-6.55,3.35,-8.45,5.49,2.96,-0.34,3.25,1.5,2.09,0.1,2.43
"2917",5.44,-2.33,-1.99,-3.16,-3.5,-6.12,-4.37,-3.45,0.97,4.71,5.87,-3.59,-3.93,-4.76,-3.88,-6.26,-4.03,-3.59,-4.61,-4.47,-3.35,-4.32,-4.71,-4.95,-5.68,-3.74,0.49,-5.92,1.02,-4.85,-1.94,5.39,-3.83,3.45,2.57,-3.83,-3.93,-2.28,-4.22,-4.13,-6.5,-4.51,-5.58,3.16,5.1,5.34,-1.12,-4.42,-5.24,-4.13,-6.31,-4.9,3.93,3.59,-4.27,3.83,-3.79,-4.37,-3.88,-3.5,5.29,4.08,-4.13,-3.88,0.05,4.9,-3.93,6.02,-1.55,-4.42,-8.69,-8.98,4.47,-6.07,-4.56,6.07,-9.22,-0.49,-8.83,-9.27,4.95,-7.62,-4.95,-6.46,-4.32,-9.61,-3.83,-4.08,7.86,-7.33,-3.79,-4.56,0.39,-6.46,-7.67,-3.98,-7.14,7.82,-7.04,6.07
"2918",-0.44,0,0,0,-3.98,-5.53,7.91,-3.93,0.05,-5.53,-5.53,8.69,0.68,1.31,2.62,-4.32,3.59,2.52,1.5,8.74,-3.45,-5.39,-5.53,-0.44,-5.49,2.77,-4.42,3.74,6.84,-5.53,-2.77,7.82,0,3.93,7.38,9.22,0,-4.66,5.49,-5.05,-5.53,3.93,0,0.05,5.05,-5.1,8.74,8.74,-3.88,3.16,-5.53,-5.53,3.54,7.23,-5.05,8.35,-0.44,-0.44,-5.05,-0.44,-3.69,7.57,-5.53,-5.53,3.79,0.24,-5.53,2.43,-2.86,-5.53,-0.49,-0.49,4.13,4.17,5.53,4.61,2.09,1.65,1.89,1.94,1.89,-1.84,3.11,8.59,-4.9,-3.59,6.65,-5.34,8.59,-3.45,0.53,0.53,0.29,3.5,0.83,6.31,3.88,3.2,-3.45,2.28
"2919",5.44,8.06,2.91,5.49,-2.48,1.26,-3.83,1.02,3.4,0.78,-4.37,5.87,6.41,8.2,-5.29,-4.42,3.06,-8.88,3.79,-0.97,8.45,8.25,-1.55,-3.4,1.5,9.13,5.73,-8.35,5.63,6.5,7.82,8.74,-6.46,5.97,3.64,5.39,0.1,0.44,5.58,8.06,5.39,8.2,3.88,3.69,2.91,2.43,-7.23,-4.42,2.52,3.5,5.44,-4.13,8.4,4.81,-4.61,-8.69,1.17,-1.36,7.67,-1.21,-8.64,3.25,0.92,0.49,8.93,5.49,7.62,1.41,8.16,8.2,3.59,8.69,3.45,5.39,8.69,3.25,2.96,3.45,0.53,8.74,5.44,5.63,5.63,3.83,8.64,7.48,8.79,6.46,3.54,7.82,8.01,-6.7,4.08,5.1,5.97,8.35,-2.43,8.16,7.14,5.29
"2920",1.65,-6.65,-3.74,-7.52,-3.01,1.5,5.44,-4.9,-1.84,-1.55,-3.45,-1.84,2.38,-2.72,-5.63,-5.63,1.07,4.85,3.4,-5.05,-1.26,1.8,-4.47,-7.52,-0.1,1.5,6.75,-4.61,1.8,-0.39,-1.84,1.36,-4.32,6.31,3.98,-3.01,-6.36,2.67,0.78,-7.38,4.27,3.25,-4.61,-7.96,0.34,1.94,1.36,-3.3,3.11,3.98,6.6,-7.38,2.96,-1.99,-2.57,2.09,-4.9,-7.52,-1.84,1.94,3.98,3.4,6.02,-1.84,0.19,-4.76,-4.03,3.54,-3.01,0.49,-3.11,1.84,0.83,-2.23,-1.36,0.1,-3.4,-2.82,-5,-3.11,3.3,0.24,-3.4,4.32,1.89,4.81,-4.37,1.89,4.81,-1.02,-2.77,-3.35,0.73,4.08,-0.68,-2.18,4.08,4.08,-2.91,0.63
"2921",-8.06,6.36,6.84,-6.21,-6.6,7.23,5.63,-7.23,6.02,-6.17,-7.09,-7.09,-6.31,-8.16,-6.17,-6.21,-6.46,6.89,6.07,-7.04,-6.65,-5.97,-5.34,-6.41,6.55,-7.38,6.55,6.41,-7.23,6.5,-6.41,6.46,-6.26,7.18,6.21,-8.64,8.4,5.58,6.41,-7.62,-4.08,-6.6,-6.21,7.23,6.41,-6.99,7.28,5.53,8.06,6.7,-6.55,-7.86,6.17,6.99,-7.43,-6.12,6.55,6.36,5.49,-5.83,-7.77,-5.68,6.7,-5.97,-7.04,6.46,6.21,6.84,5.83,7.43,7.52,7.04,5.87,6.8,7.48,5.92,7.23,5.58,-6.26,-6.55,7.82,6.6,6.99,6.75,-7.77,-6.75,8.5,6.5,6.02,7.28,8.4,6.7,5.83,-6.99,7.82,7.96,-7.72,-6.5,7.09,-6.46
"2922",-6.84,-6.84,-7.09,-7.86,2.14,-5.83,8.54,-6.6,-7.96,8.16,8.88,8.3,7.18,8.35,-0.58,0.34,-6.46,-0.97,6.75,8.06,8.79,7.82,-6.5,-3.11,8.74,7.18,8.83,7.82,9.08,-6.89,-6.46,8.93,8.93,7.04,9.08,8.93,-7.96,6.36,8.16,8.69,-6.89,-1.7,-6.17,-6.8,8.64,-2.14,8.69,8.88,8.93,8.88,3.35,8.64,9.08,8.98,-6.07,8.88,-6.5,-6.84,-6.5,8.74,8.88,8.64,8.4,-3.11,-2.04,-1.7,-3.11,8.93,9.08,-6.26,8.74,8.5,8.64,-5.97,-5.97,8.45,8.5,8.54,8.98,8.45,8.54,8.54,8.54,8.54,-6.5,-6.5,-7.14,8.54,8.54,-8.45,8.35,8.35,-7.91,-7.91,-7.91,-8.3,8.25,8.2,7.72,8.4
"2923",-8.11,6.36,-6.94,-9.61,8.06,7.57,-5.53,-8.11,-9.27,-8.79,8.79,-8.83,6.46,9.08,-2.23,0.68,0.24,-9.22,-9.71,-6.65,-9.17,-9.42,-8.25,-8.59,8.5,5.39,9.17,-8.98,-8.54,-8.98,9.17,8.59,-9.32,8.98,7.57,-9.32,-5.68,-8.69,8.5,8.79,8.64,9.27,5,-8.74,-8.2,9.08,8.98,-9.03,8.5,8.2,-6.46,-8.01,8.83,8.98,-8.06,9.08,-8.83,-7.86,8.54,-8.79,8.79,8.98,-9.08,-8.79,7.43,8.54,-9.66,7.48,7.62,8.88,-9.9,-8.25,-5.97,-8.69,-7.28,-8.35,-7.57,-8.4,-7.18,-8.06,-8.25,-9.08,-9.27,-8.98,-8.98,-8.93,-8.69,-8.64,-8.11,-6.31,-9.56,-8.69,-8.69,-6.94,-8.74,-8.59,-8.79,7.86,7.52,-7.18
"2924",3.16,4.42,3.45,3.35,7.77,4.17,-0.49,7.43,-4.56,4.51,4.13,4.51,-6.65,4.13,4.37,-5.63,1.55,-5.24,2.48,3.16,3.59,4.13,4.42,-1.26,2.09,6.41,5.49,5.87,5,4.37,1.65,2.38,0.83,4.51,2.77,3.98,1.84,3.64,4.13,5.44,4.66,4.13,1.21,-3.25,4.66,0.1,3.59,6.21,3.98,1.12,4.66,4.13,4.37,4.81,4.03,0.73,-0.73,-6.75,-1.8,2.86,4.56,1.26,1.5,3.11,3.83,4.32,-5.19,3.2,4.27,4.42,-4.03,4.37,4.71,2.09,-3.93,4.08,4.42,4.42,3.83,4.42,3.88,2.23,3.2,-6.12,5.87,-0.15,4.71,2.52,1.75,-2.38,3.45,3.4,3.59,2.91,-4.13,0.73,-7.28,4.03,6.7,4.61
"2925",4.13,3.83,1.65,6.89,-5.83,7.14,-8.74,-0.19,2.72,0.15,3.11,7.48,7.33,3.54,0.39,0.34,7.28,3.35,7.23,4.13,8.59,8.74,7.77,4.95,4.71,4.27,8.25,8.35,4.56,3.59,6.75,8.2,0.73,3.06,7.62,3.2,3.54,5.05,4.27,7.82,8.11,8.01,3.54,0.34,7.67,3.93,8.45,3.3,7.52,4.03,7.72,4.32,6.84,8.45,1.84,7.82,4.17,1.02,6.07,3.64,4.37,7.96,8.01,6.94,3.4,7.18,6.17,7.77,8.74,4.27,7.52,6.36,7.62,3.64,7.67,4.27,8.54,7.77,8.06,7.57,6.75,8.06,3.93,8.59,7.91,5.49,4.27,8.4,7.18,7.04,7.23,4.03,3.35,0.05,8.25,8.06,6.36,7.18,7.38,5.87
"2926",4.08,5.78,-0.39,5.53,-1.5,6.17,-3.35,-2.82,2.38,5.1,4.71,5.29,-7.67,7.77,-6.6,-6.99,-3.3,-5.24,-0.63,-5.87,0.68,0.58,3.16,-2.91,4.08,2.62,6.02,4.95,1.65,6.55,5.68,5.87,1.02,2.77,5.44,7.48,2.28,5.78,5.78,6.41,5.92,5.15,4.61,1.26,1.55,-2.23,6.99,7.86,6.89,5.53,4.13,5.68,-5.87,7.14,-0.63,1.65,-2.72,-6.7,2.77,1.17,1.02,7.14,2.62,3.88,-1.36,5.19,1.02,6.99,3.35,6.65,5.53,5.44,6.36,0.92,4.9,6.26,5.53,4.08,6.02,6.12,8.54,4.47,6.65,6.26,8.54,9.03,5.78,5.39,7.57,5.24,8.79,5.44,5.83,1.55,4.22,4.71,0.73,1.17,-0.05,5.39
"2927",-8.93,-8.93,-8.74,-8.59,-8.83,-3.64,-1.8,-7.04,-0.44,-1.6,-8.59,-0.19,-0.15,-8.98,-6.21,-8.01,-7.04,-5.19,-3.88,-4.85,-8.69,-0.83,-2.38,-8.74,-8.11,-6.41,-4.61,-5.63,-8.45,-8.93,-9.17,2.91,-8.74,-1.26,-9.17,-8.5,1.12,-2.38,-2.33,0.53,-8.25,-0.58,-1.89,-1.21,-4.61,-5.34,2.43,-0.87,-4.22,-6.94,-8.93,-8.83,-9.13,-8.5,-1.84,-4.13,-8.59,-8.59,-8.11,-8.54,-7.96,-1.12,-7.82,-8.59,-1.99,-4.76,-0.87,6.84,-8.88,-5.05,-6.94,0.73,1.46,-6.94,-1.75,0.24,1.94,-1.02,3.4,-2.48,-6.46,-5.87,-5.39,3.16,1.17,-1.17,-1.75,-1.17,5.78,0.1,-2.48,-3.79,-8.54,-1.5,-2.18,-2.18,-2.18,-4.27,-4.85,-7.96
"2928",-5.83,4.37,-4.76,3.5,-2.18,-4.51,-2.91,-7.14,-3.01,-3.93,-2.09,2.62,6.89,-0.29,-5.53,2.52,1.6,-4.71,4.08,-4.17,8.06,5.34,-2.09,-5.15,3.45,6.7,1.5,-6.12,6.46,-2.09,6.8,-3.01,-0.53,-0.44,1.7,-3.98,-6.17,-4.32,6.17,-1.5,3.35,6.31,-1.46,-3.11,-7.91,5.63,-6.41,4.17,-5.44,2.23,3.45,4.03,4.81,-6.5,-7.91,5.53,-0.53,-6.84,-2.33,-0.34,-3.93,-0.83,-1.99,-6.7,0.34,-6.46,-0.1,-1.07,5.49,-0.44,-3.54,7.09,6.84,-7.48,4.9,6.46,6.12,4.08,-8.11,6.02,4.95,6.75,6.21,0.87,6.6,-6.8,-0.29,-0.49,3.5,-6.94,5.1,-5,-7.43,-7.62,-1.21,1.26,1.12,5.68,-3.64,7.48
"2929",2.33,1.94,-0.68,-0.24,-1.02,0.63,1.17,-5.39,4.66,6.55,2.77,-1.8,-5.92,0.29,-2.33,-2.91,-4.13,-8.4,0.83,-2.33,4.22,-4.56,1.26,-3.11,3.06,-3.88,-2.43,4.66,4.76,3.64,1.6,3.64,-3.01,-8.5,-1.17,4.17,-5.49,-7.28,2.96,4.27,3.11,-2.09,0.97,7.28,-1.12,2.82,3.45,5,-1.21,3.59,-1.12,-0.24,6.12,-0.15,7.52,3.64,-7.96,-8.64,-4.56,1.55,-5.87,-4.66,1.94,1.02,-0.49,2.57,-0.1,3.16,0.87,-3.4,-4.81,2.14,1.21,-3.64,-5.05,3.93,2.48,4.17,-1.41,-4.17,-4.17,1.21,-1.31,2.86,0.49,5.05,0.92,-1.5,5.15,4.13,0.34,-4.17,1.7,-0.24,1.5,1.5,-0.15,-3.74,1.99,2.43
"2930",-6.65,-8.83,6.75,-4.27,-6.8,-5.68,-6.21,0.34,-5.53,0.78,7.09,7.33,-2.62,-0.15,-1.8,-6.17,0.34,-1.26,0.44,0.73,5.15,-4.22,7.96,-0.58,0.24,-8.01,-4.13,4.47,2.38,-6.99,-3.98,5.49,-6.65,6.8,-4.22,1.21,-4.81,7.33,5.63,-1.17,-4.66,0.87,-5.53,-7.52,-0.53,0.92,-3.5,6.75,3.64,0.24,-6.65,2.48,7.43,-1.36,-8.64,5.49,-5.15,-3.5,-1.5,-0.34,3.64,-3.59,-8.4,-6.89,-3.64,3.88,-4.66,5.44,4.95,7.43,-1.94,6.07,-5.39,-6.65,-1.99,0.19,-4.17,-5.53,-5.1,-6.07,-1.84,-7.33,-0.97,-6.12,-8.88,-8.35,-6.7,-8.93,5.92,-4.81,-4.85,0.53,3.79,-5.05,-3.3,-1.55,-3.3,-3.3,-3.25,-1.41
"2931",3.54,8.79,4.22,4.13,-2.82,4.9,-2.82,-3.11,3.54,4.51,3.64,4.71,-2.43,5.19,-2.33,-2.82,-2.91,-2.82,-2.82,-2.82,4.22,4.81,5,-9.37,9.17,5.19,2.57,3.93,2.09,3.93,4.81,9.08,3.83,4.22,3.64,3.54,3.74,4.71,4.42,2.67,4.32,5.19,4.13,4.03,4.71,5.87,6.26,4.71,8.01,3.83,4.03,3.83,2.96,8.98,-2.62,5.19,1.12,7.52,3.83,3.45,4.61,1.6,6.94,3.93,4.51,7.14,3.64,2.57,4.32,4.03,8.59,7.33,8.79,-8.5,-8.79,-8.98,-9.85,-8.98,-8.98,-8.98,-8.79,-9.37,-9.17,-9.85,-9.47,-9.17,-9.27,8.2,8.3,-9.66,8.59,-9.85,-1.99,-9.47,-9.85,7.91,8.2,4.03,9.37,8.79
"2932",4.85,6.46,2.52,2.18,-4.13,2.38,-5.58,3.59,3.54,4.22,0.73,-1.31,-0.29,3.98,6.21,-9.56,-0.97,-2.38,-6.55,-1.02,-1.21,4.42,-1.12,0.92,4.85,0.49,1.84,-0.92,-2.52,-2.09,0.24,0.83,-2.09,-1.99,0.58,-2.67,-0.1,-0.19,3.69,-6.21,6.41,-7.62,-2.33,2.72,-1.26,1.12,4.56,2.82,2.62,1.6,-2.52,1.75,1.75,-0.83,2.33,0.49,-1.6,-5,-2.14,7.96,2.82,1.55,-4.66,3.25,7.38,6.07,0.63,1.07,1.36,-4.27,-6.75,-1.21,-2.96,-1.8,-3.98,2.18,-2.14,-2.57,-4.95,1.41,1.21,-1.55,2.04,-0.39,-3.83,0.73,-2.33,0.39,2.96,-1.99,1.75,-4.61,0,3.59,-4.56,0.78,-1.31,0.34,-4.13,3.93
"2933",5,3.69,3.16,4.47,6.26,2.82,6.55,1.8,6.99,6.75,6.26,6.55,6.55,6.31,-0.53,-0.68,5.83,5.15,4.66,0.63,7.23,2.91,5.68,0.97,6.75,5,5.15,2.09,4.47,5.24,6.5,4.51,4.32,4.47,5.49,5.24,2.48,6.36,6.7,6.31,7.52,7.38,5.78,4.71,6.65,2.67,3.3,3.59,7.23,6.55,7.57,3.2,2.43,5.49,5.58,2.57,7.14,0.73,3.3,5.1,5.19,5.1,3.45,3.5,5.24,4.08,3.74,-0.58,7.04,5.92,1.02,6.84,5.87,6.6,4.95,4.13,5.97,6.84,6.89,5.44,5.68,4.03,7.82,5.78,4.9,6.55,5.83,0.92,5.19,4.9,6.17,6.7,5,5.05,6.31,4.32,7.57,8.06,5.87,6.07
"2934",1.75,-4.32,1.65,1.46,-2.77,0.34,-1.89,-2.77,0.97,0.15,-6.46,1.7,-3.06,-1.07,-3.06,-3.25,0.97,-0.39,-2.04,-5.39,-0.92,0.49,4.71,1.36,-0.68,-1.94,0.78,-6.07,2.52,0.24,-0.19,-0.19,1.46,1.84,-0.68,4.71,1.8,-9.03,1.75,-9.66,1.36,-0.92,-5.92,2.48,1.99,0.44,-0.39,-5.73,-5.73,-1.36,-5.63,-1.26,1.7,-0.44,1.41,-1.12,1.65,1.55,2.38,1.46,-0.34,1.12,-2.28,1.46,1.02,-3.25,-3.59,-0.78,-0.49,-1.6,-0.05,1.31,-0.49,-3.69,-7.14,-6.41,-7.38,-7.38,-7.38,-2.14,-6.31,-6.41,-2.57,0.19,-0.05,1.46,6.07,0.29,1.07,2.28,4.61,1.07,-0.24,0.34,0.49,0.05,-3.3,-2.14,-2.18,-0.53
"2935",3.79,7.48,-8.83,-6.41,-7.62,-0.87,4.08,2.48,-8.93,-4.47,-2.72,2.28,3.79,1.6,-3.11,-9.71,2.77,4.27,5.34,-7.43,0.83,0.68,-4.22,-9.61,-0.78,5.15,-3.88,-6.99,0.58,-7.04,-3.45,-2.72,6.89,6.31,-3.64,-0.34,-5.63,2.48,0.58,-6.31,-1.46,-6.99,5.1,0.53,0.1,0.44,1.12,1.55,-6.41,-0.24,-8.93,-1.07,0.78,1.55,1.21,3.25,-9.61,-8.4,-1.5,-4.27,0.58,7.62,-1.02,1.46,5.24,2.82,-7.28,2.82,8.06,-2.86,3.06,2.91,2.72,-0.83,-6.84,2.96,1.17,-2.33,-4.51,-3.83,7.04,-1.46,2.72,-3.45,1.99,6.89,6.02,2.82,7.52,-2.18,5.92,-4.37,2.72,-0.97,6.8,7.52,6.5,9.22,3.5,-8.3
"2936",5.34,-3.69,3.45,-9.76,-5.49,-5,-5,0.44,-9.47,-4.81,-5.19,4.66,4.85,2.28,-1.41,-8.2,-0.92,-9.9,-1.12,-6.7,2.28,-6.75,5.19,-9.95,1.26,-4.47,4.17,5.19,9.27,-1.8,5.53,5.05,0.44,4.81,9.13,7.77,5.15,2.82,-1.31,-1.8,-9.27,-9.76,-9.76,1.12,4.85,5,4.17,1.26,7.72,9.27,2.28,-0.44,4.85,2.82,-4.51,-0.78,-4.37,-9.9,-0.63,-2.33,-1.8,3.69,0.63,-1.6,3.01,8.06,-8.74,5.19,7.09,2.28,-2.62,-7.91,-7.91,-8.93,-5.39,-7.23,-8.11,-8.79,-9.95,-2.62,4.13,-4.37,-4.17,-2.14,-5.53,-5.05,-2.33,-4.37,-3.16,-8.93,-6.75,-9.61,-5,-6.07,3.45,-1.12,-1.12,0.44,-4.85,-2.48
"2937",5.39,2.62,5.92,0.49,6.55,1.5,6.36,-6.89,-0.34,6.65,2.62,5.05,6.55,-0.19,6.55,6.55,7.09,6.55,0.15,-6.99,3.5,6.41,0.68,-0.24,-1.8,7.04,7.33,0.49,0.44,0.73,6.8,-6.94,-0.68,6.46,6.26,6.36,6.36,7.23,6.55,6.46,5.29,5.58,-0.34,5.44,6.8,6.36,-0.83,2.77,-0.83,6.8,3.74,0.73,1.99,0.58,-0.73,5.44,0.49,-0.05,1.75,6.21,5.15,1.6,2.04,3.69,6.36,1.12,0.1,0,7.43,-0.63,-3.83,5.68,4.08,0.53,0.05,3.45,0.29,3.45,6.84,3.45,0.49,3.11,3.11,-0.19,3.25,3.69,0.49,6.84,-0.78,-0.68,-0.68,0.24,5.53,3.25,5.83,1.46,1.46,3.64,-0.44,5
"2938",4.32,3.64,1.21,-9.47,-9.47,-8.5,-9.76,-3.2,-9.85,8.98,-2.33,2.04,-7.14,-3.79,1.94,-9.08,2.86,-5.34,-8.4,-9.51,1.21,1.5,-9.76,-8.93,0.68,-2.72,-1.7,-0.83,4.47,-9.27,-0.34,0,-8.88,1.94,-1.26,2.43,-9.71,0.78,-9.66,-9.66,-9.27,-9.32,-9.56,-9.66,-3.74,-5.19,-1.12,-3.16,4.61,0.63,-9.51,-9.13,-0.63,1.26,-9.47,7.04,-8.88,-9.56,0.49,-9.27,-8.25,-9.37,9.03,-9.42,2.38,0.87,-8.93,-0.53,-0.15,-1.46,-9.13,6.26,-9.32,-9.08,-9.61,-6.65,-9.27,-9.47,-9.61,-9.37,1.75,-9.08,7.18,-9.61,-9.13,-8.83,-9.71,-9.66,2.67,-8.59,4.51,-9.71,5.83,-9.08,-9.42,5.44,-9.08,7.96,-9.51,-9.51
